113|38|Ylätalja|5|10|100
114|38|Ylätalja|5|10|100
115|38|Ylätalja|5|10|100
116|38|Ylätalja|5|10|100
117|38|Ylätalja|5|10|100
118|38|Ylätalja|5|10|100
119|38|Ylätalja|5|10|100
120|38|Ylätalja|5|10|100
121|38|Ylätalja|5|10|100
122|38|Ylätalja|5|10|100
123|39|Ylätalja|5|10|100
124|39|Ylätalja|5|10|100
125|39|Ylätalja|5|10|100
126|39|Ylätalja|5|10|100
127|39|Ylätalja|5|10|100
128|39|Ylätalja|5|10|100
129|39|Ylätalja|5|10|100
130|39|Ylätalja|5|10|100
131|39|Ylätalja|5|10|100
132|39|Ylätalja|5|10|100
133|39|Ylätalja|5|10|100
134|39|Ylätalja|5|10|100
135|61|Ylätalja|5|10|100
136|61|Ylätalja|5|10|100
137|61|Ylätalja|5|10|100
138|61|Ylätalja|5|10|100
139|61|Ylätalja|5|10|100
140|61|Ylätalja|5|10|100
141|61|Ylätalja|5|10|100
142|61|Ylätalja|5|10|100
143|61|Ylätalja|5|10|100
144|61|Ylätalja|5|10|100
145|61|Ylätalja|5|10|100
146|61|Ylätalja|5|10|100
147|61|Ylätalja|5|10|100
148|62|Ylätalja|5|10|100
149|62|Ylätalja|5|10|100
150|62|Ylätalja|5|10|100
151|62|Ylätalja|5|10|100
152|62|Ylätalja|5|10|100
153|62|Ylätalja|5|10|100
154|62|Ylätalja|5|10|100
155|62|Ylätalja|5|10|100
156|62|Ylätalja|5|10|100
157|62|Ylätalja|5|10|100
158|62|Ylätalja|5|10|100
159|63|Ylätalja|5|10|100
160|63|Ylätalja|5|10|100
161|63|Ylätalja|5|10|100
162|63|Ylätalja|5|10|100
163|63|Ylätalja|5|10|100
164|63|Ylätalja|5|10|100
165|63|Ylätalja|5|10|100
166|63|Ylätalja|5|10|100
167|63|Ylätalja|5|10|100
168|63|Ylätalja|5|10|100
169|63|Ylätalja|5|10|100
170|63|Ylätalja|5|10|100
171|82|Ylätalja|5|10|100
172|82|Ylätalja|5|10|100
173|82|Ylätalja|5|10|100
174|82|Ylätalja|5|10|100
175|82|Ylätalja|5|10|100
176|82|Ylätalja|5|10|100
177|82|Ylätalja|5|10|100
178|82|Ylätalja|5|10|100
179|82|Ylätalja|5|10|100
180|82|Ylätalja|5|10|100
181|82|Ylätalja|5|10|100
182|83|Ylätalja|5|10|100
183|83|Ylätalja|5|10|100
184|83|Ylätalja|5|10|100
185|83|Ylätalja|5|10|100
186|83|Ylätalja|5|10|100
187|83|Ylätalja|5|10|100
188|83|Ylätalja|5|10|100
189|84|Ylätalja|5|10|100
190|85|Ylätalja|5|10|100
191|86|Ylätalja|5|10|100
192|87|Ylätalja|5|10|100
